"Participant","File","Task.Condition","Fit.type","R","Rmin","Rmax","dprime","dmin","dmax","AUROC","Frequency","Age","Sex","LowOrHighStart","ClumpedOrEven","NativeSpeaker","EngAoA","Bilingual","WorkerType","TimeToCompletion"
"09RaN4UIEharoVW5g8y6","09RaN4UIEharoVW5g8y6_responses_high.xlsx","Sheet1","Conf",0.2499739457,0.05,0.4,1.59228523747405e-07,2.13381450537051e-07,0.4628298437,0.6249866482,"high",52,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",32
"09RaN4UIEharoVW5g8y6","09RaN4UIEharoVW5g8y6_responses_low.xlsx","Sheet1","Conf",0.0983432928,0,0.35,0.1062244758,9.71445146547012e-17,0.4697731821,0.576164437,"low",52,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",32
"0byyJjFw7xaS6bv4Xbbl","0byyJjFw7xaS6bv4Xbbl_responses_high.xlsx","Sheet1","Conf",0.0845145656,0,0.2,1.49475830731137e-07,1.49475830731137e-07,0.2000566712,0.5422570105,"high",34,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",17
"0byyJjFw7xaS6bv4Xbbl","0byyJjFw7xaS6bv4Xbbl_responses_low.xlsx","Sheet1","Conf",2.08039802848878e-06,0,0.075,3.21989155918511e-06,1.22988913551982e-06,0.0878487876,0.5000016619,"low",34,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",17
"0C3Qh8c36OkJxrrCDwUB","0C3Qh8c36OkJxrrCDwUB_responses_high.xlsx","Sheet1","Conf",0.705175134,0.6,0.8,0.4888672479,5.44574458479173e-05,1.1871437732,0.8924502104,"high",27,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"0C3Qh8c36OkJxrrCDwUB","0C3Qh8c36OkJxrrCDwUB_responses_low.xlsx","Sheet1","Conf",0.1616011092,0.1,0.25,7.6e-08,1.12341109304606e-07,0.2553137411,0.5808002396,"low",27,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",30
"0dJglgq09qU4bHYDfkET","0dJglgq09qU4bHYDfkET_responses_high.xlsx","Sheet1","Conf",3.42431856597055e-08,0,0.5,0.5176797613,3.46548216085922e-05,0.9987425148,0.6428376562,"high",47,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",35
"0dJglgq09qU4bHYDfkET","0dJglgq09qU4bHYDfkET_responses_low.xlsx","Sheet1","Conf",1.93466907051143e-05,0,0.15,0.0002439702,0.0001863766,0.3589182576,0.5000782081,"low",47,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",35
"0frgcAbRqChDchaRBwUo","0frgcAbRqChDchaRBwUo_responses_high.xlsx","Sheet1","Conf",0.0389712169,0,0.3,1.1205010763,0.5154404246,1.4460430557,0.7942541782,"high",32,"female","High Start","Even",FALSE,"5",TRUE,"turker",40
"0frgcAbRqChDchaRBwUo","0frgcAbRqChDchaRBwUo_responses_low.xlsx","Sheet1","Conf",0.5019463956,0,0.7,1.2707246579,0.0608988003,2.1336838251,0.9081340257,"low",32,"female","High Start","Even",FALSE,"5",TRUE,"turker",40
"0QdYxTabECPS8sKiqFTT","0QdYxTabECPS8sKiqFTT_responses_high.xlsx","Sheet1","Conf",0.0873892878,0,0.2,0.4316208581,0.0369702561,0.7936004264,0.6531107724,"high",61,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",15
"0QdYxTabECPS8sKiqFTT","0QdYxTabECPS8sKiqFTT_responses_low.xlsx","Sheet1","Conf",0.1783368024,0,0.3,1.0334738813,0.6118431972,1.4842997408,0.8089976288,"low",61,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",15
"0VrYliuVSykEMQQiLToH","0VrYliuVSykEMQQiLToH_responses_high.xlsx","Sheet1","Conf",1.89844594933718e-06,0,0.04,5.42136325230234e-05,2.07077649701982e-05,0.219814784,0.5000159559,"high",29,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",34
"0VrYliuVSykEMQQiLToH","0VrYliuVSykEMQQiLToH_responses_low.xlsx","Sheet1","Conf",0.1762354955,0,0.3,0.7259385352,0.352584921,1.0847707363,0.7496864044,"low",29,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",34
"11qM4eXcxkc1hI23kKW9","11qM4eXcxkc1hI23kKW9_responses_high.xlsx","Sheet1","Conf",0.3560435977,0.02,0.45,0.2484667621,2.71509224638341e-05,1.0203350366,0.722926012,"high",29,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",16
"11qM4eXcxkc1hI23kKW9","11qM4eXcxkc1hI23kKW9_responses_low.xlsx","Sheet1","Conf",0.4629257625,0,0.6,0.6501542675,5.19079002926933e-05,1.5393735136,0.8266023048,"low",29,"male","Low Start","Clump",TRUE,"unknown",TRUE,"turker",16
"15TRDE8yE1yymY1CUJF7","15TRDE8yE1yymY1CUJF7_responses_high.xlsx","Sheet1","Conf",3.82706164789931e-06,0,0.9,1.8520905749,0.0142918975,2.5549600482,0.9048388439,"high",28,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",27
"15TRDE8yE1yymY1CUJF7","15TRDE8yE1yymY1CUJF7_responses_low.xlsx","Sheet1","Conf",1.00530847387093e-06,0,0.05,1.837e-06,7.01688513737895e-07,0.064748153,0.5000007342,"low",28,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",27
"18Qs0CslyhfR5XeoHYbb","18Qs0CslyhfR5XeoHYbb_responses_high.xlsx","Sheet1","Conf",1.963340432087e-05,0,0.2,9.43773193285026e-06,3.60489282163856e-06,0.2905667658,0.5000121923,"high",25,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",27
"18Qs0CslyhfR5XeoHYbb","18Qs0CslyhfR5XeoHYbb_responses_low.xlsx","Sheet1","Conf",1.123e-06,0,0.04,1.95630940248903e-06,7.4724369923981e-07,0.078802043,0.5000008267,"low",25,"female","High Start","Clump",TRUE,"unknown",TRUE,"turker",27
"1ak7yQUoIX150qiE0LYe","1ak7yQUoIX150qiE0LYe_responses_high.xlsx","Sheet1","Conf",3.17156168822245e-08,0,0.3,0.2702824619,1.88527238033367e-05,0.5396613966,0.5757833724,"high",72,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",16
"1ak7yQUoIX150qiE0LYe","1ak7yQUoIX150qiE0LYe_responses_low.xlsx","Sheet1","Conf",0.685954298,0.6,0.8,8.71e-07,7.62538998795167e-07,0.6127408676,0.8429767429,"low",72,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",16
"1OAr1dV6PSYYmDOGGm1L","1OAr1dV6PSYYmDOGGm1L_responses_high.xlsx","Sheet1","Conf",0.3388501346,0,0.6,0.9983722546,0.1072319188,1.6159654236,0.8412524597,"high",25,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",23
"1OAr1dV6PSYYmDOGGm1L","1OAr1dV6PSYYmDOGGm1L_responses_low.xlsx","Sheet1","Conf",0.6670973963,0.01,0.8,0.4828727113,2.63774089070342e-05,1.60034633,0.8780291058,"low",25,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",23
"20kmkNdmxVqWCIS3cNfy","20kmkNdmxVqWCIS3cNfy_responses_high.xlsx","Sheet1","Conf",9.07513735783238e-07,0,0.35,1.150841683,0.6434917648,1.4209360652,0.7921109488,"high",31,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"20kmkNdmxVqWCIS3cNfy","20kmkNdmxVqWCIS3cNfy_responses_low.xlsx","Sheet1","Conf",0.3183682456,0,0.4,0.0494083596,3.5051e-05,0.7285490105,0.668682308,"low",31,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"26Y7x8Mxrs2uYKsOK6Me","26Y7x8Mxrs2uYKsOK6Me_responses_high.xlsx","Sheet1","Conf",0.1906261207,0,0.35,0.7282665333,0.2519194723,1.2206447777,0.754524935,"high",45,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"26Y7x8Mxrs2uYKsOK6Me","26Y7x8Mxrs2uYKsOK6Me_responses_low.xlsx","Sheet1","Conf",0.6833970715,0.25,0.8,0.9795838163,4.80473119334904e-05,1.8509615443,0.9226668424,"low",45,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"2BU3ABHCxKPryrTskobX","2BU3ABHCxKPryrTskobX_responses_high.xlsx","Sheet1","Conf",0.0662851594,0,0.25,1.54287320424885e-07,1.54287320424885e-07,0.273414813,0.5331423147,"high",48,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",17
"2BU3ABHCxKPryrTskobX","2BU3ABHCxKPryrTskobX_responses_low.xlsx","Sheet1","Conf",1.27136257251081e-15,0,0.075,8.05664062497401e-07,8.05664062497401e-07,0.0841053721,0.4999999406,"low",48,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",17
"35dAEhLbJITN0UNcxYTm","35dAEhLbJITN0UNcxYTm_responses_low.xlsx","Sheet1","Conf",9.19408445373071e-08,0,0.05,0.0980152097,3.41725610412602e-05,0.3848448591,0.5276272166,"low",25,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",85
"35dAEhLbJITN0UNcxYTm","35dAEhLbJITN0UNcxYTm_responses_high.xlsx","Sheet1","Conf",0.06,0,0.15,0.25,0,0.62,0.5961,"high",25,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",85
"3gjgXV5oRLIHsS9R4idI","3gjgXV5oRLIHsS9R4idI_responses_high.xlsx","Sheet1","Conf",9.7537533475536e-06,0,0.15,1.11437129089623e-05,4.25651957035262e-06,0.1689401838,0.5000077338,"high",28,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",18
"3gjgXV5oRLIHsS9R4idI","3gjgXV5oRLIHsS9R4idI_responses_low.xlsx","Sheet1","Conf",1.0923e-05,0,0.1,1.40116864895547e-06,5.35198799930221e-07,0.1237031641,0.5000055701,"low",28,"male","High Start","Clump",TRUE,"unknown",TRUE,"turker",18
"3PwxlD6Y7RDPN1Ctf82w","3PwxlD6Y7RDPN1Ctf82w_responses_high.xlsx","Sheet1","Conf",9.04080923648066e-08,0,0.15,0.6448786239,0.2506706013,0.9192038947,0.6758040478,"high",45,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",15
"3PwxlD6Y7RDPN1Ctf82w","3PwxlD6Y7RDPN1Ctf82w_responses_low.xlsx","Sheet1","Conf",0.4676303493,0,0.6,0.5537777524,4.09497916259197e-05,1.3446917854,0.814903145,"low",45,"female","Low Start","Even",TRUE,"unknown",FALSE,"turker",15
"3U0or9D0yXooHchaEbQ4","3U0or9D0yXooHchaEbQ4_responses_high.xlsx","Sheet1","Conf",0.238966449,0.03,0.35,0.6075550955,0.100575002,1.0842073121,0.7460115972,"high",43,"female","High Start","Even",TRUE,"unknown",TRUE,"volunteer",16
"3U0or9D0yXooHchaEbQ4","3U0or9D0yXooHchaEbQ4_responses_low.xlsx","Sheet1","Conf",0.5484651151,0,0.6,1.2403980226,0.6713730365,2.1233509339,0.9141097237,"low",43,"female","High Start","Even",TRUE,"unknown",TRUE,"volunteer",16
"42EdqEDitqM3OH15Uyya","42EdqEDitqM3OH15Uyya_responses_high.xlsx","Sheet1","Conf",1.31631915154205e-08,0,0.075,0.2667719059,0.0062884798,0.5293139225,0.5748107473,"high",30,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"42EdqEDitqM3OH15Uyya","42EdqEDitqM3OH15Uyya_responses_low.xlsx","Sheet1","Conf",0,0,0.04,0,0,0.0902718453,0.4999997133,"low",30,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"4gycIiueXXKkAQ0sPtji","4gycIiueXXKkAQ0sPtji_responses_high.xlsx","Sheet1","Conf",5.94276103189416e-09,0,0.075,0.492715512,0.2156095514,0.7732796416,0.6362307423,"high",33,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",34
"4gycIiueXXKkAQ0sPtji","4gycIiueXXKkAQ0sPtji_responses_low.xlsx","Sheet1","Conf",0.2682898613,0,0.45,0.2805092487,1.38777878078145e-17,0.8359112173,0.6916675641,"low",33,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",34
"4o9gKp3jnoFy8J2pmGVh","4o9gKp3jnoFy8J2pmGVh_responses_high.xlsx","Sheet1","Conf",2.11747141072475e-05,0,0.9,2.7255677315,6.008869315007e-05,3.0828347622,0.973027125,"high",36,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",49
"4o9gKp3jnoFy8J2pmGVh","4o9gKp3jnoFy8J2pmGVh_responses_low.xlsx","Sheet1","Conf",4.37825170196131e-16,0,0.8,2.3326370305,0.185461316,2.6355683322,0.9504692523,"low",36,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",49
"4SeUCr4ST8Oa40LiOKxd","4SeUCr4ST8Oa40LiOKxd_responses_high.xlsx","Sheet1","Conf",0.2659962661,0,0.4,0.0384781412,4.06796888894255e-05,0.5468211558,0.6409640322,"high",30,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",15
"4SeUCr4ST8Oa40LiOKxd","4SeUCr4ST8Oa40LiOKxd_responses_low.xlsx","Sheet1","Conf",0.1041646763,0,0.25,6.29574494223898e-07,6.61053218935093e-07,0.3780003575,0.5520821808,"low",30,"female","High Start","Even",TRUE,"unknown",FALSE,"turker",15
"5hEVrS5OUJ37PXjM2jVj","5hEVrS5OUJ37PXjM2jVj_responses_high.xlsx","Sheet1","Conf",2.93749324996311e-05,0,0.25,2.20545534830473e-06,8.4240898238217e-07,0.1721453259,0.5000150229,"high",25,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"5hEVrS5OUJ37PXjM2jVj","5hEVrS5OUJ37PXjM2jVj_responses_low.xlsx","Sheet1","Conf",0.2291292229,0,0.5,3.68387593437774e-08,3.86806973109663e-08,0.3441211713,0.6145642671,"low",25,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",15
"5jcUEO9WFjMe4oUaPfCM","5jcUEO9WFjMe4oUaPfCM_responses_high.xlsx","Sheet1","Conf",8.95340228454186e-07,0,0.1,0.0315186541,5.92073459057945e-05,0.2986078104,0.508890665,"high",33,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",15
"5jcUEO9WFjMe4oUaPfCM","5jcUEO9WFjMe4oUaPfCM_responses_low.xlsx","Sheet1","Conf",2.03e-06,0,0.04,1.284e-05,4.90444118473467e-06,0.1912917867,0.5000043504,"low",33,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",15
"5KsLDbBTCb9P7hFB9xVx","5KsLDbBTCb9P7hFB9xVx_responses_high.xlsx","Sheet1","Conf",0.0319089204,0,0.1,3.42594388356328e-07,3.59724107774145e-07,0.2346458373,0.515954258,"high",37,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",10
"5KsLDbBTCb9P7hFB9xVx","5KsLDbBTCb9P7hFB9xVx_responses_low.xlsx","Sheet1","Conf",0.3731430829,0,0.5,0.5382555508,3.75268050206231e-05,1.1739234662,0.7795037249,"low",37,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",10
"665rTvPXsHfxTWQva0Td","665rTvPXsHfxTWQva0Td_responses_high.xlsx","Sheet1","Conf",0.0914917049,0,0.15,0.4855918667,4.5317e-05,1.1364257676,0.6677929032,"high",30,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",13
"665rTvPXsHfxTWQva0Td","665rTvPXsHfxTWQva0Td_responses_low.xlsx","Sheet1","Conf",0.2779515125,0.15,0.4,0.5074141276,3.52030570766971e-05,1.2287978235,0.7401533271,"low",30,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",13
"6hMH5A4co701o6YQqvxh","6hMH5A4co701o6YQqvxh_responses_high.xlsx","Sheet1","Conf",3.57246532089795e-07,0,0.35,0.2459572476,2.08166817117217e-17,0.5172149387,0.5690349275,"high",31,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"6hMH5A4co701o6YQqvxh","6hMH5A4co701o6YQqvxh_responses_low.xlsx","Sheet1","Conf",1.01169073118968e-15,0,0.075,1.28906249999974e-05,4.92378061376991e-06,0.1325870729,0.5000033497,"low",31,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",12
"7ND4KAS1RxhJDpUwDTwU","7ND4KAS1RxhJDpUwDTwU_responses_high.xlsx","Sheet1","Conf",2.96805622185925e-06,0,0.6,0.3973654016,3.73591062507088e-05,0.7781726988,0.6106379085,"high",28,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",15
"7ND4KAS1RxhJDpUwDTwU","7ND4KAS1RxhJDpUwDTwU_responses_low.xlsx","Sheet1","Conf",2.835e-06,0,0.45,0.2147589861,1.04083408558608e-17,0.5699612712,0.5603513076,"low",28,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",15
"7xvrlhTGaMaefbV3JmYm","7xvrlhTGaMaefbV3JmYm_responses_high.xlsx","Sheet1","Conf",2.85207075069671e-07,0,0.3,0.8647237848,0.3180873353,1.1109076041,0.7295496096,"high",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",11
"7xvrlhTGaMaefbV3JmYm","7xvrlhTGaMaefbV3JmYm_responses_low.xlsx","Sheet1","Conf",0.3812546905,0,0.6,0.6403517329,5.93582514600283e-05,1.3609217212,0.7986925034,"low",29,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",11
"8080qLaYPMjGX1vGUvI4","8080qLaYPMjGX1vGUvI4_responses_high.xlsx","Sheet1","Conf",7.18630462418143e-06,0,0.3,0.2097955827,3.08812839985739e-05,0.4543869551,0.5589687659,"high",44,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"8080qLaYPMjGX1vGUvI4","8080qLaYPMjGX1vGUvI4_responses_low.xlsx","Sheet1","Conf",9.02234798536377e-06,0,0.1,6.16158109915099e-06,2.35351455543674e-06,0.1316155916,0.5000059627,"low",44,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",20
"86SWdPFJX1UrRk3KXIhK","86SWdPFJX1UrRk3KXIhK_responses_high.xlsx","Sheet1","Conf",0.1105800808,0,0.3,0.7908446597,0.2724979404,1.230670526,0.7438390775,"high",37,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",11
"86SWdPFJX1UrRk3KXIhK","86SWdPFJX1UrRk3KXIhK_responses_low.xlsx","Sheet1","Conf",0.1908923191,0,0.45,1.2574025662,0.6453079034,1.7579191705,0.8487209544,"low",37,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",11
"8Oo65iouDr7MttFr8eU9","8Oo65iouDr7MttFr8eU9_responses_high.xlsx","Sheet1","Conf",2.46e-07,0,0.04,0.7141003803,0.3690509969,1.0674302043,0.6932011291,"high",32,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",18
"8Oo65iouDr7MttFr8eU9","8Oo65iouDr7MttFr8eU9_responses_low.xlsx","Sheet1","Conf",0.2997247154,0.075,0.45,0.8867786256,0.3831778458,1.3512360517,0.814206764,"low",32,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",18
"90DNbHPl7P8OyednEqux","90DNbHPl7P8OyednEqux_responses_high.xlsx","Sheet1","Conf",2.88236431085831e-06,0,0.6,1.9700037117,1.1101079861,2.2995655422,0.9181904986,"high",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",27
"90DNbHPl7P8OyednEqux","90DNbHPl7P8OyednEqux_responses_low.xlsx","Sheet1","Conf",0.1650571161,0,0.45,0.9266193137,0.2445300216,1.3557693477,0.7861178625,"low",28,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",27
"9h0L5vT6bf7msMH7rpBb","9h0L5vT6bf7msMH7rpBb_responses_high.xlsx","Sheet1","Conf",0.5811247358,0.15,0.7,0.063103064,9.6971584285223e-06,0.8566615403,0.7980159054,"high",46,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"9h0L5vT6bf7msMH7rpBb","9h0L5vT6bf7msMH7rpBb_responses_low.xlsx","Sheet1","Conf",0.3438629134,0,0.5,0.0290199876,2.22082516515886e-05,0.6534153568,0.6773021006,"low",46,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"9MPVq5xRrEEViGom5moa","9MPVq5xRrEEViGom5moa_responses_high.xlsx","Sheet1","Conf",0.2100166818,0,0.45,0.7340507837,0.1436095683,1.2171240479,0.761533654,"high",29,"prefno","Low Start","Even",FALSE,"12",TRUE,"volunteer",11
"9MPVq5xRrEEViGom5moa","9MPVq5xRrEEViGom5moa_responses_low.xlsx","Sheet1","Conf",0.6257145565,0.01,0.8,0.6188324897,4.44089209850063e-16,1.5179523144,0.8761691821,"low",29,"prefno","Low Start","Even",FALSE,"12",TRUE,"volunteer",11
"9NKjDpjUgYbaskMUxY0E","9NKjDpjUgYbaskMUxY0E_responses_high.xlsx","Sheet1","Conf",0.3173789571,0,0.6,0.9922257761,0.0828915541,1.5811809253,0.8351731179,"high",39,"male","High Start","Clump",FALSE,"5",TRUE,"turker",26
"9NKjDpjUgYbaskMUxY0E","9NKjDpjUgYbaskMUxY0E_responses_low.xlsx","Sheet1","Conf",0.282917851,0,0.4,0.2062695012,2.290465116259e-05,0.8632095117,0.6830363957,"low",39,"male","High Start","Clump",FALSE,"5",TRUE,"turker",26
"9PM1e0t89EI4lSHm1mau","9PM1e0t89EI4lSHm1mau_responses_high.xlsx","Sheet1","Conf",0,0,0.02,0,0,0.1250771398,0.4999997133,"high",46,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",14
"9PM1e0t89EI4lSHm1mau","9PM1e0t89EI4lSHm1mau_responses_low.xlsx","Sheet1","Conf",0.3145503768,0,0.5,0.8037742627,0.1533691628,1.4201131884,0.8047170097,"low",46,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",14
"9rpiFGFvclamDrbyalHn","9rpiFGFvclamDrbyalHn_responses_high.xlsx","Sheet1","Conf",0.3285372191,0,0.6,2.01439844728566e-07,2.11511836964995e-07,0.6068173437,0.6642682669,"high",49,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",11
"9rpiFGFvclamDrbyalHn","9rpiFGFvclamDrbyalHn_responses_low.xlsx","Sheet1","Conf",1.0935937625656e-07,0,0.6,0.6325748023,3.48277925391183e-05,1.097630631,0.6726697655,"low",49,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",11
"9wMxnd2HhYrD63Ni7y9R","9wMxnd2HhYrD63Ni7y9R_responses_high.xlsx","Sheet1","Conf",0.1338164773,0,0.3,1.33655719878266e-06,5.36e-07,0.3806932535,0.5669082402,"high",35,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",14
"9wMxnd2HhYrD63Ni7y9R","9wMxnd2HhYrD63Ni7y9R_responses_low.xlsx","Sheet1","Conf",2.80783003725404e-07,0,0.4,0.3888306076,6.93889390390723e-18,0.6507025767,0.6083204816,"low",35,"male","Low Start","Even",TRUE,"unknown",TRUE,"turker",14
"a0mGaLjGavE4oQHYsCUv","a0mGaLjGavE4oQHYsCUv_responses_high.xlsx","Sheet1","Conf",0.4636686793,0.1,0.5,1.0111328875,0.0935319547,2.0140511495,0.8727223696,"high",33,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",33
"a0mGaLjGavE4oQHYsCUv","a0mGaLjGavE4oQHYsCUv_responses_low.xlsx","Sheet1","Conf",0.4902592194,0.25,0.6,1.0028601279,6.28536786805484e-05,1.8651584992,0.8781093971,"low",33,"male","High Start","Even",TRUE,"unknown",TRUE,"turker",33
"a7UHvqavy3wNbVwTLSPW","a7UHvqavy3wNbVwTLSPW_responses_high.xlsx","Sheet1","Conf",2.59770334310525e-07,0,0.2,0.7157822803,0.3299294458,1.0088857459,0.6936186738,"high",31,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"a7UHvqavy3wNbVwTLSPW","a7UHvqavy3wNbVwTLSPW_responses_low.xlsx","Sheet1","Conf",0.4650359184,0.02,0.6,0.6540261503,6.38793071083469e-05,1.3188379585,0.8278089609,"low",31,"male","High Start","Even",TRUE,"unknown",FALSE,"turker",12
"a9myavWihbGPimDfeBuw","a9myavWihbGPimDfeBuw_responses_high.xlsx","Sheet1","Conf",0.436818839,0.15,0.5,1.0310019348,0.2522670342,1.7774448379,0.8687829332,"high",39,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"a9myavWihbGPimDfeBuw","a9myavWihbGPimDfeBuw_responses_low.xlsx","Sheet1","Conf",0.4362332968,0.2,0.5,0.8851197296,0.0793213683,1.6070098502,0.8502076062,"low",39,"female","Low Start","Clump",TRUE,"unknown",FALSE,"turker",17
"ACgyhnxLa8BwQEp0jqg4","ACgyhnxLa8BwQEp0jqg4_responses_high.xlsx","Sheet1","Conf",1.8468527212138e-06,0,0.3,0.8388780111,0.415028268,1.149858195,0.7234686434,"high",36,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",25
"ACgyhnxLa8BwQEp0jqg4","ACgyhnxLa8BwQEp0jqg4_responses_low.xlsx","Sheet1","Conf",0.3350872647,0.15,0.5,1.48640212064542e-06,8.80774489543049e-07,0.4809778008,0.6675435284,"low",36,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",25
"aFdlob7xQe0Nkoo5bIM0","aFdlob7xQe0Nkoo5bIM0_responses_high.xlsx","Sheet1","Conf",4.58864598294987e-07,0,0.2,0.7845433091,0.3521326149,1.0487274693,0.710469022,"high",31,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",15
"aFdlob7xQe0Nkoo5bIM0","aFdlob7xQe0Nkoo5bIM0_responses_low.xlsx","Sheet1","Conf",0.2697838436,0,0.5,0.7475739061,0.0882533485,1.3223628141,0.7820035899,"low",31,"male","Low Start","Clump",TRUE,"unknown",FALSE,"turker",15
"aFWuMmWP6ingJtdOPLps","aFWuMmWP6ingJtdOPLps_responses_high.xlsx","Sheet1","Conf",0.0672157707,0,0.2,0.2309444511,1.52655665885959e-16,0.6353305151,0.5941078116,"high",37,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",16
"aFWuMmWP6ingJtdOPLps","aFWuMmWP6ingJtdOPLps_responses_low.xlsx","Sheet1","Conf",2.0993538200857e-06,0,0.04,0.0002250982,0.0001724517,0.2702301802,0.5000642619,"low",37,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",16
"aJcrJ8M1IchvYCFKj7lp","aJcrJ8M1IchvYCFKj7lp_responses_high.xlsx","Sheet1","Conf",0.2440438083,0.075,0.4,1.78237398349688e-06,9.58e-07,0.4302442823,0.6220219277,"high",30,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"aJcrJ8M1IchvYCFKj7lp","aJcrJ8M1IchvYCFKj7lp_responses_low.xlsx","Sheet1","Conf",1.82111396373037e-05,0,0.075,1.07038871101633e-06,4.08852106434047e-07,0.0931429691,0.5000091209,"low",30,"female","High Start","Clump",TRUE,"unknown",FALSE,"turker",13
"Ak2Wvv4oJPUi339vLe63","Ak2Wvv4oJPUi339vLe63_responses_high.xlsx","Sheet1","Conf",0.1067067908,0,0.35,1.3816152243,0.8740439851,1.832000072,0.853234243,"high",42,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",23
"Ak2Wvv4oJPUi339vLe63","Ak2Wvv4oJPUi339vLe63_responses_low.xlsx","Sheet1","Conf",0.4154412713,0.3,0.5,4.45900984482219e-07,8.00774103761889e-07,0.4086126955,0.7077203035,"low",42,"male","High Start","Clump",TRUE,"unknown",FALSE,"turker",23
"aknEH1A6P6TPkt4UtWP4","aknEH1A6P6TPkt4UtWP4_responses_high.xlsx","Sheet1","Conf",0,0,0.075,0,0,0.2238815489,0.4999997133,"high",27,"male","Low Start","Even",TRUE,"unknown",FALSE,"turker",24
